,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,172,1856.1434109135869,48.0,1905.2170273097836,79.34855372117077,1880.6802191116853,63.67427686058539
0,173,1854.7747651413858,48.0,1904.1156013284553,78.8208713855721,1879.4451832349205,63.41043569278605
0,174,1847.1930154419974,44.20240463549414,1899.1411821753095,75.68659217360656,1873.1670988086535,59.944498404550345
0,175,1835.0317957060067,41.56695049091136,1888.790293931214,73.2936737407168,1861.9110448186102,57.430312115814075
0,176,1823.3455007562773,38.602629003318455,1879.6966710495763,71.1400673853446,1851.5210859029266,54.871348194331524
0,177,1812.9131771738437,40.357163113299464,1864.039344418904,69.07919756446125,1838.476260796374,54.71818033888036
0,178,1801.2438124390326,39.764431097056224,1851.2658696822466,67.04489310096841,1826.2548410606396,53.40466209901231
0,179,1797.2282672410458,39.61235525734665,1847.8557036736133,66.44845486706382,1822.5419854573297,53.03040506220523
0,180,1786.2535937596226,37.51014852811909,1840.1955799515297,65.61763133664401,1813.224586855576,51.56388993238155
0,181,1774.399801114328,35.45379120336603,1831.0869887680242,64.69020238474174,1802.7433949411761,50.07199679405389
0,182,1761.1811119680242,34.06461018559091,1820.4778932213185,64.40142133852927,1790.8295025946713,49.23301576206009
0,183,1749.8691849977315,31.611727004575524,1812.8520353982772,63.687036541219015,1781.3606101980045,47.64938177289727
0,184,1737.9251639362103,30.068189716457876,1800.6004459410547,62.156249105932574,1769.2628049386326,46.11221941119523
0,185,1733.388725585944,29.53125932966603,1795.8357314304849,61.615518563402645,1764.6122285082145,45.57338894653434
0,186,1729.4286203752176,29.381322230246646,1789.7237804799597,60.14319825438195,1759.5762004275887,44.7622602423143
0,187,1722.9901761118915,29.394126504769236,1780.5041707462556,58.303335417129546,1751.7471734290734,43.84873096094939
0,188,1715.6595088973993,28.781206965461557,1771.3169836790505,56.32325887830869,1743.488246288225,42.55223292188512
0,189,1707.7365658589035,27.759454839390408,1762.678146902303,54.947217855024256,1735.2073563806034,41.35333634720733
0,200,1632.0771610953088,19.947018768222154,1683.5001108978279,44.92099243859158,1657.7886359965682,32.43400560340687
0,201,1626.2011418183863,19.73487339406643,1676.816511194434,43.96678111660496,1651.50882650641,31.850827255335695
0,202,1619.7255111611657,19.00166742348153,1669.7988817247804,42.98296593641081,1644.7621964429732,30.992316679946168
0,203,1609.1694624246802,16.74665321228826,1663.869843610452,43.332079701151116,1636.5196530175663,30.039366456719687
0,204,1605.5965175752626,15.939054088218619,1661.5269107025274,43.455610390776975,1633.561714138895,29.697332239497797
0,205,1598.792181188007,14.364927857824144,1656.9563624494892,43.54615188219949,1627.8742718187482,28.955539870011815
0,206,1591.759181638883,13.392043371445935,1650.552623789676,42.88894987305215,1621.1559027142796,28.140496622249042
0,231,1465.8793546327925,2.8927518968897328,1524.4692557122744,32.94963983192967,1495.1743051725334,17.921195864409704
0,232,1460.9455052940264,2.5085839692724132,1519.542037319653,32.56887968035533,1490.2437713068398,17.538731824813873
