,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,259,945.7818427113513,8.000000000000002,980.9876438323893,37.017145628977985,963.3847432718703,22.508572814488993
0,260,945.8268787462783,8.000000000000002,981.2551515784015,37.20051014113952,963.5410151623399,22.60025507056976
0,261,946.1943396956692,8.0,984.3501691567969,39.66949204583077,965.2722544262331,23.834746022915386
0,262,944.8411536805845,7.299570530676611,985.661384655482,41.535126706800106,965.2512691680333,24.41734861873836
0,263,943.7393488122098,6.388765723259279,986.729544422375,42.84454059280414,965.2344466172924,24.61665315803171
0,264,943.4846891191629,6.041261992251037,986.9368832999487,43.313519160028015,965.2107862095559,24.677390576139526
0,265,943.4882761724082,6.569310962555615,986.8773187074586,44.09965345971422,965.1827974399334,25.33448221113492
0,266,945.6727134985433,7.442247233855934,987.2589510720294,43.70919994993757,966.4658322852863,25.575723591896754
0,267,946.335734777826,7.128749815627625,988.2325143092243,44.16887402665313,967.2841245435252,25.64881192114038
0,268,945.4496920782705,7.013918731095316,988.3997131298839,45.62689356529108,966.9247026040772,26.320406148193197
0,269,945.3270487406633,6.972447054629281,988.2220614508901,46.16394336271374,966.7745550957767,26.56819520867151
0,270,945.1683097117,6.960045319897112,988.2320742351608,46.98838790441022,966.7001919734304,26.974216612153665
0,271,947.4135710599267,8.252335378998609,989.1440097003689,47.28011248602199,968.2787903801477,27.7662239325103
0,272,947.7424524821795,8.107501463821844,990.6906875342271,48.66936776691698,969.2165700082032,28.388434615369412
0,273,949.2960415318805,8.698000079066674,991.7585415845546,49.17333776241936,970.5272915582175,28.935668920743016
0,274,952.0589153292249,9.581427929925162,993.9024818865912,49.98630948644947,972.980698607908,29.783868708187317
0,275,954.7887987337722,11.880158914428602,994.3242168677199,50.268250797882075,974.556507800746,31.07420485615534
0,276,955.8771084169019,12.761422978665532,994.3749078841264,50.33302592955363,975.1260081505142,31.547224454109582
0,277,957.1739334650395,13.738393608082994,994.7737669303315,50.33153369357067,975.9738501976855,32.03496365082683
0,278,957.2121211475632,14.753183250024101,995.2998936298641,51.64235361038153,976.2560073887137,33.197768430202814
0,279,957.9090437472189,15.773010088377124,996.0878832880845,52.768704552619695,976.9984635176518,34.27085732049841
0,280,958.0419756369577,15.472885743594045,996.4568367978765,53.167069300331406,977.2494062174171,34.31997752196273
0,281,958.1874153505609,15.3399094077554,997.7661101417399,54.60740985453357,977.9767627461504,34.973659631144486
0,282,958.348902751317,15.275463422342074,998.1175025087242,55.13335673137965,978.2332026300206,35.20441007686086
0,283,960.2626651793812,16.535806076508834,998.9542762412515,55.306136634370205,979.6084707103164,35.92097135543952
0,284,960.3185820246406,17.668462468637856,999.2387637710676,56.66039025750054,979.7786728978541,37.1644263630692
0,285,960.8745249875501,18.219080087551912,1000.0016871445621,57.41843374090969,980.4381060660561,37.8187569142308
0,289,967.4465822981554,26.39511240356255,1003.1076150570984,61.85753357099004,985.2770986776269,44.126322987276296
0,290,967.8130948488938,27.132988075599346,1004.2605259477035,62.92705519077157,986.0368103982987,45.030021633185456
0,291,968.8945662929314,28.057618033638995,1005.0266764335299,63.27375338459762,986.9606213632306,45.66568570911831
0,292,968.5173712914174,25.672588194687105,1008.0313729962139,64.70728460011665,988.2743721438156,45.18993639740188
0,293,968.6376024011455,25.460533909349493,1009.4952928116363,66.50217715650702,989.066447606391,45.981355532928255
0,294,968.8278753146228,25.349660960159863,1009.861779668827,67.18227152179846,989.3448274917249,46.26596624097916
0,295,969.0321807521836,24.63616815880842,1011.0946035842073,68.05521922254052,990.0633921681955,46.345693690674466
0,296,969.8689858276341,25.63400370768992,1011.4075033291059,69.00699331648099,990.63824457837,47.32049851208545
0,297,970.9435547652915,27.963385204535737,1012.0132564238161,71.2901509072405,991.4784055945538,49.62676805588812
