,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,14,1030.2850126550368,42.73196701088085,1054.8469728186624,63.01855613001594,1042.5659927368497,52.875261570448394
0,15,1031.4748080237475,42.84161602315177,1056.127656174306,63.20327273685872,1043.8012320990267,53.02244438000525
0,17,1033.258734686038,44.853349385134884,1058.7823636049038,65.81642682502664,1046.0205491454708,55.334888105080765
0,18,1033.4431745853706,44.38281050178409,1060.673781894855,66.84666572155817,1047.058478240113,55.61473811167113
0,19,1035.1809168131317,44.896687207339724,1062.2937179287596,67.18910621959424,1048.7373173709457,56.04289671346698
0,20,1037.4800098023927,45.7490820044915,1063.8454746146215,67.27935783126134,1050.662742208507,56.51421991787642
0,21,1038.7094551221346,46.160764487437646,1065.2821599428041,67.8602734786312,1051.9958075324694,57.01051898303442
0,22,1038.8615464825496,46.1188605788648,1065.690297112141,68.09160672973809,1052.2759217973453,57.10523365430144
0,23,1041.064538313174,46.15226785472536,1067.2774164284062,67.52365620402597,1054.17097737079,56.83796202937566
0,24,1042.957626763968,46.825864659153666,1069.3595386567392,67.97573500538462,1056.1585827103536,57.40079983226914
0,25,1043.9279910190069,47.730059921118496,1069.7549689032526,68.12726957046667,1056.8414799611296,57.92866474579258
0,26,1045.554911494722,48.72624427267177,1070.52860898769,68.16359186539495,1058.041760241206,58.44491806903336
0,27,1046.208403624222,49.07133923409865,1071.993957408817,68.84017403932891,1059.1011805165194,58.95575663671379
0,28,1046.2993623956788,49.18291334388656,1072.5989898287598,69.07283548163252,1059.4491761122194,59.12787441275954
0,29,1046.3800458072049,49.20546166604755,1074.6756090011795,70.4761275058888,1060.527827404192,59.84079458596817
0,30,1049.3921500106662,49.85443164346663,1078.249562233242,71.63476242272216,1063.820856121954,60.744597033094394
0,31,1048.050330304818,51.3950598914022,1079.4769707651706,75.32465774781988,1063.7636505349942,63.35985881961104
0,32,1049.2510355628133,51.97260723244491,1083.8968103299244,78.60884323545885,1066.5739229463688,65.29072523395187
0,33,1050.3509287523004,52.81380865874036,1085.6053000930772,80.51863405780159,1067.9781144226888,66.66622135827097
0,34,1050.965311163569,53.13777272375843,1086.0284977572562,81.25859882736677,1068.4969044604127,67.19818577556259
0,35,1051.8901351884792,53.679185833213815,1087.7097994116803,82.40671454560677,1069.7999673000797,68.04295018941029
0,38,1054.893452203023,55.04313008212601,1091.308152361067,84.2631174116863,1073.100802282045,69.65312374690615
0,39,1056.4255432207071,56.540968768521594,1092.4832785176748,85.09277081859719,1074.454410869191,70.81686979355939
0,40,1057.581820028619,57.710202842121944,1094.8874497142328,86.69485951851715,1076.234634871426,72.20253118031954
0,41,1057.8106066599232,58.12980250185734,1095.9225716570704,87.26618425628874,1076.866589158497,72.69799337907304
0,42,1059.555040378063,59.57155718711555,1096.5233590119897,87.44597110358961,1078.0391996950264,73.50876414535259
0,43,1061.1147016226191,61.42999340240749,1097.7370853698758,88.79223883331821,1079.4258934962475,75.11111611786285
0,44,1061.5766378500098,61.42652390976887,1098.8791687763241,89.25737960436236,1080.227903313167,75.34195175706562
0,45,1063.110697552714,62.71698564179927,1099.8422509922207,90.06029758316171,1081.4764742724674,76.38864161248048
0,46,1064.4784642970658,62.512162959576926,1102.6387262850544,90.98853185010657,1083.55859529106,76.75034740484175
0,47,1065.3560904693047,63.07182602925589,1103.2487374299044,91.3129712066468,1084.3024139496047,77.19239861795134
0,48,1064.8739373138028,63.915107228534424,1103.5222384752199,92.7129384961761,1084.1980878945114,78.31402286235526
0,49,1066.8923274562394,65.51936055780433,1105.27508437597,93.86765238186432,1086.0837059161047,79.69350646983432
0,50,1069.706656898254,69.41194094325502,1107.780300354114,96.91549424746573,1088.743478626184,83.16371759536037
0,51,1071.4720527324928,70.84728449144114,1109.2530473915688,98.0252368995685,1090.3625500620308,84.43626069550481
0,52,1072.5904408057354,71.33774066876965,1111.8993248465254,99.06014425244365,1092.2448828261304,85.19894246060664
0,53,1072.755554967979,71.48713832884293,1113.0501514843443,99.41096852240041,1092.9028532261616,85.44905342562167
