,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,135,886.5601717614034,1.014220594442321,910.8079836280479,18.176967397504434,898.6840776947256,9.595593995973378
0,136,885.087886762189,0.23973585239716932,910.2102875710029,17.928889269435516,897.649087166596,9.084312560916342
0,137,884.6071166871353,0.013823684829842975,910.1243193551319,17.872527433648948,897.3657180211336,8.943175559239396
0,138,883.937346951355,-0.051741341385911355,910.6765827105967,18.595705820141262,897.3069648309759,9.271982239377675
0,139,883.3716226146976,-0.0676946127973661,910.549224953815,18.854703943583893,896.9604237842564,9.393504665393262
0,140,882.6570078953445,-0.06518435805616285,911.73355086213,20.316571698301985,897.1952793787373,10.12569367012291
0,141,883.1878980653482,-0.061599241534811,912.045506306884,20.192782849618954,897.6167021861161,10.065591804042072
0,142,884.4058755028885,-0.053107668273209896,913.1972541680904,20.12858077152711,898.8015648354894,10.03773655162695
0,143,884.871576120881,-0.04581670117006986,913.6427322527691,20.096300454456234,899.257154186825,10.025241876643083
0,144,884.7526722246321,0.6236498863728066,913.4431394642431,20.741265631941687,899.0979058444376,10.682457759157247
0,145,884.3108523724524,0.8788422634948141,913.7622504786281,21.641522149552465,899.0365514255402,11.26018220652364
0,146,883.2206113135495,0.9737930666832249,913.4997556028167,22.625968605342425,898.3601834581831,11.799880836012825
0,147,882.1718674831607,1.0088204516709371,913.3829483162742,23.64174384933623,897.7774078997174,12.325282150503583
0,148,882.6498450308485,1.0208249496794402,913.0990853127093,23.382730675190935,897.8744651717789,12.201777812435187
0,149,882.9607458045095,1.0230147237329827,912.8789800599707,23.257082882314045,897.9198629322401,12.140048803023515
0,150,882.4307284021838,1.0221610066865043,912.7958943740954,23.851418324754718,897.6133113881397,12.43678966572061
0,151,882.0582996304244,1.0207793918953918,912.293194889729,24.067485466386078,897.1757472600766,12.544132429140735
0,152,882.0388731728355,1.0187887682598387,912.6329164485932,24.789091125614995,897.3358948107143,12.903939946937417
0,153,881.8434031677455,1.0170944284041248,912.959026971361,25.70168214859415,897.4012150695532,13.359388288499137
0,154,881.4969595349638,1.0435107678939826,913.1112202932634,26.123708803717186,897.3040899141135,13.583609785805585
0,169,874.6423869882797,10.8011884508183,905.6008062555186,35.926260862580264,890.1215966218991,23.363724656699283
0,170,875.0854997692837,11.8296261666298,904.7625342949657,36.14055098564872,889.9240170321248,23.985088576139262
0,171,874.4569537632441,12.817443145685369,903.1947311395072,36.90990678815068,888.8258424513756,24.863674966918023
0,172,874.0602622460135,13.149579628722508,902.8357358995726,37.841645517957986,888.447999072793,25.495612573340246
0,173,874.0813982373041,13.250260401733152,902.5695648055537,38.163124453910974,888.3254815214289,25.706692427822063
0,174,874.2745693995596,13.261562830411677,901.6597242354035,37.589996833738994,887.9671468174815,25.425779832075335
0,175,873.9869787873585,13.23790742138909,900.3740893924182,36.66796831524275,887.1805340898884,24.95293786831592
0,176,873.2963410076575,12.528072704857001,899.843915856375,36.304010220936775,886.5701284320162,24.41604146289689
0,177,872.1032312684906,12.263159130195834,899.9558845276158,37.49850449203622,886.0295578980532,24.880831811116025
0,178,872.1362478500376,12.160103286007779,900.1922384433027,37.93624340761481,886.1642431466702,25.048173346811296
0,179,872.2717438039737,12.111156756537614,900.2055375337764,38.09334738164972,886.238640668875,25.102252069093666
0,180,871.7532265325233,12.085779381938481,900.1601042877913,38.79560390712892,885.9566654101573,25.4406916445337
