,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,3,1012.1210353447758,113.37145947792422,1060.878964655224,158.9305701841783,1036.5,136.15101483105127
0,4,1011.8247340999723,114.17636777206417,1061.1752659000276,160.2274191595352,1036.5,137.20189346579969
0,5,1012.3812261307394,117.27467597444775,1061.347219712854,162.72101355233707,1036.8642229217967,139.9978447633924
0,6,1013.5934406193171,118.98609506632286,1063.96240158254,165.6209122172734,1038.7779211009286,142.30350364179813
0,7,1013.2851809149315,121.5875655699985,1065.5802533872743,170.00159749906453,1039.432717151103,145.79458153453152
0,8,1014.5318236858633,123.81820180673691,1066.7911749167868,172.1900453628378,1040.661499301325,148.00412358478735
0,9,1013.2728913910844,125.2401854680219,1067.5806370489624,175.57740580960896,1040.4267642200234,150.40879563881543
0,10,1012.8234965839274,125.71200670891514,1067.8210167934408,176.75812570907888,1040.322256688684,151.235066208997
0,11,1013.9858392981972,128.44626997659455,1069.1664258797668,179.73032808464933,1041.576132588982,154.08829903062195
0,12,1015.651147770415,131.40076355338977,1069.743220760218,181.4245858887811,1042.6971842653165,156.41267472108544
0,13,1018.3603897240945,134.443527230002,1074.5035978989777,186.61290433792084,1046.4319938115361,160.5282157839614
0,14,1020.0179469143144,136.827525482059,1076.2172040619453,189.1250406306921,1048.11757548813,162.97628305637556
0,15,1020.7296960759128,141.5991237812748,1078.6997550853894,195.2270283321667,1049.714725580651,168.41307605672074
0,16,1020.881205733754,143.346145661883,1079.6966012804774,197.46007891999676,1050.2889035071157,170.40311229093987
0,17,1022.5657812958923,144.57959477533296,1082.2846356111702,199.5065918989242,1052.4252084535312,172.0430933371286
0,18,1023.1329030359057,146.92635854109568,1084.5840030032869,203.44435324037647,1053.8584530195963,175.18535589073608
0,19,1023.7609356843609,150.34744958961505,1086.2775440660134,208.10108474102606,1055.0192398751872,179.22426716532055
0,20,1024.0053611527655,153.53866128581262,1088.144000421507,213.03887766868806,1056.0746807871362,183.28876947725036
0,21,1024.1289488428913,157.27767816795802,1091.9854068762452,220.65056143065826,1058.0571778595681,188.96411979930815
0,22,1024.2929283920562,158.66860250654344,1093.3009073218918,223.51511918284206,1058.796917856974,191.09186084469275
0,23,1025.5746974919875,162.32438485628148,1093.7887459249253,226.42869273041708,1059.6817217084563,194.37653879334928
0,24,1028.4527365877227,166.91010991001184,1097.3534410092393,231.31456791566535,1062.903088798481,199.1123389128386
0,25,1029.8259399878189,171.8292412276275,1098.3661054720228,235.66524230339925,1064.0960227299208,203.74724176551337
0,26,1030.1242553112038,177.5425030016289,1100.1869562851698,242.4280550503582,1065.1556057981868,209.98527902599355
0,27,1031.776824735228,182.2210173382802,1102.5093033101941,247.48008756328187,1067.143064022711,214.85055245078104
0,28,1032.3120749840334,183.90396434953553,1103.4075957716295,249.27459941896876,1067.8598353778316,216.58928188425216
0,29,1035.009796324917,187.69172996961328,1107.0399737712062,253.72855748365123,1071.0248850480616,220.71014372663225
0,30,1036.3942713251201,190.98502867379102,1109.2839644820535,257.903549905082,1072.8391179035868,224.4442892894365
0,31,1037.7433291757375,197.99822302708733,1113.7813398474807,267.83583808727656,1075.762334511609,232.91703055718193
0,32,1038.762754082793,203.16323005728415,1116.8433701487336,274.73766949330917,1077.8030621157632,238.95044977529665
0,33,1037.1272910324526,210.21472239244963,1121.243581378381,287.59720619801516,1079.1854362054169,248.9059642952324
