,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,3,991.4566252891168,69.37145947792423,1023.625358257241,91.81234877167014,1007.5409917731789,80.5919041247972
0,4,991.6907479533323,70.14791919665184,1023.5184875358423,92.10510252933048,1007.6046177445874,81.12651086299115
0,5,990.9367064622732,69.55670448825391,1025.0236666696812,92.91441478441487,1007.9801865659772,81.23555963633439
0,6,990.3945366955126,68.6459698241651,1027.1974035552196,93.86274221998386,1008.795970125366,81.25435602207449
0,7,994.296101763963,71.6629339501959,1028.5722920841388,94.85654664308557,1011.4341969240509,83.25974029664073
0,8,997.3698316243887,73.53442962577424,1031.0179877422074,95.88416228873425,1014.193909683298,84.70929595725424
0,9,996.945145794349,74.14816433091048,1032.579730943583,97.59903076434117,1014.762438368966,85.87359754762582
0,10,996.6689672278903,74.34718804455133,1033.2164576146915,98.1817598518226,1014.9427124212909,86.26447394818697
0,11,994.5519263874885,74.38126380217322,1033.3725626169398,99.69182208827716,1013.9622445022142,87.0365429452252
0,12,995.8274319334157,74.37576349394806,1037.1769412922097,101.53460354312963,1016.5021866128127,87.95518351853885
0,13,998.1706605620212,75.63513281037251,1038.6831761632359,102.22122802837336,1018.4269183626286,88.92818041937294
0,14,998.8612398007207,76.1075609188904,1040.7551037219823,103.74647424833067,1019.8081717613516,89.92701758361054
0,15,1000.4622008017656,78.20850069644567,1042.7303814643506,106.23380284129479,1021.596291133058,92.22115176887023
0,16,1001.1174870852448,79.0042963646084,1043.390142075333,107.16343349963265,1022.2538145802889,93.08386493212052
0,17,1000.8812123718998,79.28139233456305,1044.0483612184873,108.12716361735005,1022.4647867951935,93.70427797595656
0,18,1001.1248181993823,79.36373336185838,1045.1974915800445,109.10742634841374,1023.1611548897133,94.23557985513605
0,19,1003.2034119510917,80.66138853788637,1046.818300575219,110.09430512387526,1025.0108562631553,95.37784683088081
0,20,1005.2072318634647,82.44741247010161,1048.795067393525,111.73518416572469,1027.0011496284949,97.09129831791316
0,21,1006.9236011119639,83.75662751778397,1050.4856975414887,112.97450294322422,1028.7046493267262,98.3655652305041
0,22,1007.523727608588,84.22399439007644,1051.0988688150842,113.40278217662481,1029.3112982118362,98.81338828335063
0,23,1007.2793645285742,84.36869970057809,1053.6858515978306,115.49132643713773,1030.4826080632024,99.9300130688579
0,24,1007.0613210478988,85.05170651970512,1055.3874488136673,117.53629860144318,1031.2243849307831,101.29400256057414
0,25,1004.3285258979326,87.21522005438524,1055.4231838696824,121.5031745746457,1029.8758548838075,104.35919731451547
