,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,8,1644.924676432359,47.945501183697935,1706.3804216497508,84.4884708720408,1675.652549041055,66.21698602786937
0,9,1637.9211148059958,46.32712658534362,1700.7564365175995,83.97409391635094,1669.3387756617976,65.15061025084728
0,10,1636.0609157365116,45.8387827725841,1698.9189601024364,83.8356085540849,1667.489937919474,64.8371956633345
0,11,1631.9822320849114,45.03991229905281,1695.408929947177,83.3804825475298,1663.6955810160443,64.2101974232913
0,14,1611.9798598676007,42.97089022714192,1665.4378013175221,75.57249397895794,1638.7088305925613,59.27169210304993
0,15,1606.6986456974455,42.053110500864236,1658.5689868780182,74.05698389202877,1632.6338162877319,58.0550471964465
0,16,1605.6982299872202,41.780806708723006,1656.6222560873846,73.60449817096915,1631.1602430373023,57.69265243984608
0,17,1601.0710160385563,41.0829655145992,1651.1589899630274,72.38419323507568,1626.1150030007918,56.73357937483745
0,19,1591.383883458646,40.835006349376606,1636.250724448507,69.11859774708601,1613.8173039535766,54.976802048231306
0,20,1586.6699317240248,40.285626055028985,1630.303177403963,67.79157883658021,1608.4865545639939,54.0386024458046
0,21,1575.288794606265,39.12529504270052,1622.4660455951528,68.56851626278548,1598.8774201007088,53.846905652743004
0,22,1572.386704667787,38.836602973147606,1620.366340610788,68.522859837553,1596.3765226392875,53.6797314053503
0,23,1567.242999741873,36.745182338611684,1617.372659030061,67.86940256194448,1592.3078293859671,52.307292450278084
0,24,1560.0685522032693,35.99048501330026,1610.0122421861872,66.99476765657172,1585.0403971947283,51.49262633493599
0,25,1555.7036678819898,35.736568876957996,1605.2977339312076,66.03759354771222,1580.5007009065987,50.887081212335104
0,26,1549.7105274154599,35.00781717522853,1598.3449454570946,64.38014027708334,1574.0277364362773,49.69397872615593
0,27,1544.2241598063324,33.423174166488124,1593.4468975236282,63.131471951574554,1568.8355286649803,48.27732305903134
0,28,1542.3655711429742,32.86765643699858,1591.8300049767668,62.70447246972665,1567.0977880598705,47.78606445336261
0,29,1535.1445863578228,32.02740035953767,1586.8948404067096,63.24592377291657,1561.0197133822662,47.63666206622712
0,30,1531.3709369722096,31.733167315295177,1583.7788794689027,63.467482701959995,1557.5749082205562,47.600325008627586
0,31,1526.32469866909,30.994461023608327,1578.8535870470714,62.80200752181264,1552.5891428580808,46.89823427271048
