,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,167,1067.1297426359365,0.0,1099.6790693721168,8.985779405557679,1083.4044060040267,4.4928897027788395
0,168,1067.9936685529046,0.0,1100.6034368572016,8.957367696476148,1084.2985527050532,4.478683848238074
0,169,1066.878375119967,0.0,1102.2436213138324,9.707091674977706,1084.5609982168996,4.853545837488853
0,170,1066.858616532154,0.0,1101.029290429492,9.257981559943191,1083.943953480823,4.628990779971596
0,171,1065.4449071670451,0.0,1104.0356530300814,10.494941086828339,1084.7402800985633,5.2474705434141695
0,172,1066.6123165289534,0.0,1108.6262195453508,11.562633509632775,1087.619268037152,5.7813167548163875
0,173,1067.9376116762978,0.0,1108.9241280481692,11.338093854915494,1088.4308698622335,5.669046927457747
0,174,1068.1410429740806,0.0,1110.6104393755209,11.876326277960436,1089.3757411748006,5.938163138980218
0,175,1068.9351376652787,0.0,1109.8522091027687,11.427387728393988,1089.3936733840237,5.713693864196994
0,176,1072.5392873640876,0.0,1110.803978879536,10.564112820108427,1091.6716331218117,5.282056410054214
0,177,1071.197033388589,0.0,1111.093321508277,10.898164639597098,1091.145177448433,5.449082319798549
0,178,1069.7630796860747,0.0,1110.82692785914,11.014836077894232,1090.2950037726073,5.507418038947116
0,179,1068.6168522516996,0.0,1110.6070279211133,11.05365999780402,1089.6119400864063,5.52682999890201
0,180,1067.9544319879494,0.0,1110.7059772838797,11.062700376750463,1089.3302046359145,5.531350188375232
0,181,1069.6747811208456,0.0,1114.6711727613003,11.71969556100812,1092.172976941073,5.85984778050406
0,182,1070.7193106641857,0.0,1120.24798108845,13.25080581128675,1095.483645876318,6.625402905643375
0,183,1070.9805608080271,0.0,1121.7027780965666,13.570122838967198,1096.3416694522969,6.785061419483599
